"ID","sex","age","country","at_01","at_02","at_03","at_04","at_05","at_06","at_07","at_08","at_09","at_10","at_11","at_12","at_13","mor_01","mor_02","mor_03","mor_04","mor_05","mor_06","mor_07","mor_08","mor_09","imp_01","imp_02","imp_03","imp_04","imp_05","imp_06","issp_01","issp_02","rid_01","rid_02","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","mean_01","agn_01","am_01","ambiguity_tol","rationality_moral","rationality_imp","belief_god_cat","belief_god_bin","belief_god_con","agnosticism_cont","agnosticism_bin","atheist_mem","atheist_id","relig__id_1","relig_id_2","relig_attend","prayer_freq","relig_object","anti_relig","god_knowing","belief_confidence","apatheism_god","apatheism_purpose","apx1","apx2","apatheism","truth_possibility","naturalism","afterlife_exist","afterlife_punish","afterlife_reward","reincarnation","astrology","msystical_people","mystical_objects","good_evil","lifeforce","karma","fate","supernat_beings","good_beings","harmful_beings","evil_eye","spiritual_force","lucky_objects"
429,"Female",27,"Japan",2,6,2,6,2,6,6,2,2,2,2,6,6,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,"I know God really exists and I have no doubt about it.","Christian",0,"Hindu","Less often","Only on special holy days","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",0,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",0,3.84615384615385,4.22222222222222,4,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,0,0,0,"Hindu","Less often","Only on special holy days","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",0
430,"Female",37,"UK",3,5,3,5,3,5,5,3,3,3,3,5,5,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,"While I have doubts, I feel that I do believe in God.","Muslim",1,"Jewish","Once a year","Once a year","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",1,"Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree",1,3.92307692307692,4.11111111111111,4,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,1,0,1,"Jewish","Once a year","Once a year","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",5,3,4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",1
431,"Female",7,"Brazil",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"I find myself believing in God some of the time, but not at others","Jewish",0,"Shinto","Only on special holy days","Less often","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,4,4,4,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,0,0,0,"Shinto","Only on special holy days","Less often","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
432,"Male",20,"Japan",5,3,5,3,5,3,3,5,5,5,5,3,3,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,"I don't believe in a personal God, but I do believe in a Higher Power of some kind","Buddhist",1,"Other (please specify)","Once a month","Never, practically never","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",1,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",1,4.07692307692308,3.88888888888889,4,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,1,0,1,"Other (please specify)","Once a month","Never, practically never","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",1
433,"Female",30,"UK",6,2,6,2,6,2,2,6,6,6,6,2,2,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,"I don't know whether there is a God, and I don't believe there is any way to find out","Hindu",0,"Protestant","Once a week","Several times a day","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",0,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",0,4.15384615384615,3.77777777777778,4,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,0,0,0,"Protestant","Once a week","Several times a day","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",0
434,"Male",31,"Japan",7,1,7,1,7,1,1,7,7,7,7,1,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,"I don't believe in God","Daoist",1,"Catholic","More than once a week","Once a day","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",1,4.23076923076923,3.66666666666667,4,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,1,0,1,"Catholic","More than once a week","Once a day","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
435,"Male",25,"Brazil",1,7,1,7,1,7,7,1,1,1,1,7,7,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,"Don't know","Shinto",0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Never, practically never","Several times each week","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",0,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",0,3.76923076923077,4.33333333333333,4,"Don't know",0,"Strongly Agree","Strongly Agree",0,0,0,0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Never, practically never","Several times each week","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",0
436,"Male",38,"Brazil",2,6,2,6,2,6,6,2,2,2,2,6,6,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,"I know God really exists and I have no doubt about it.","Confucian",1,"Sunni","Less often","Only when attending religious services","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",1,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",1,3.84615384615385,4.22222222222222,4,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,1,0,1,"Sunni","Less often","Only when attending religious services","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",1
437,"Female",34,"UK",3,5,3,5,3,5,5,3,3,3,3,5,5,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,"While I have doubts, I feel that I do believe in God.","Other (please specify)",0,"Shiite","Once a year","Only on special holy days","Yes, for non-religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree",0,3.92307692307692,4.11111111111111,4,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,0,0,0,"Shiite","Once a year","Only on special holy days","Yes, for non-religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",5,3,4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
438,"Male",12,"Japan",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"I find myself believing in God some of the time, but not at others","Spiritual but not religious",1,"Buddhist","Only on special holy days","Once a year","Yes, for religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No, I’ve never had an experience like this.",1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",1,4,4,4,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,1,0,1,"Buddhist","Only on special holy days","Once a year","Yes, for religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No, I’ve never had an experience like this.",1
439,"Female",46,"Japan",5,3,5,3,5,3,3,5,5,5,5,3,3,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,"I don't believe in a personal God, but I do believe in a Higher Power of some kind","Seeker",0,"Confucian","Once a month","Less often","No","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Yes, I’ve had an experience like this.",0,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",0,4.07692307692308,3.88888888888889,4,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,0,0,0,"Confucian","Once a month","Less often","No","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Yes, I’ve had an experience like this.",0
440,"Female",20,"Japan",6,2,6,2,6,2,2,6,6,6,6,2,2,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,"I don't know whether there is a God, and I don't believe there is any way to find out","Non-religious",1,"Daoist","Once a week","Never, practically never","Yes, for non-religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",1,4.15384615384615,3.77777777777778,4,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,1,0,1,"Daoist","Once a week","Never, practically never","Yes, for non-religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
